run_key,subject_id,outer_fold,modality,seed,modality_available,task,target_class,predicted_class,classification_confidence,similarity_margin,class_score_0,class_score_1,class_score_2,class_score_3
sub-cp008_ses-20210503_level-01B_run-012,sub-cp008,3,physiological_features,42,True,classification,0,3,0.8698424,0.013896525,0.8058942,0.83117396,0.8559459,0.8698424
sub-cp008_ses-20210503_level-02B_run-003,sub-cp008,3,physiological_features,42,True,classification,1,3,0.87614644,0.0023237467,0.7947488,0.86110485,0.8738227,0.87614644
sub-cp008_ses-20210503_level-02B_run-008,sub-cp008,3,physiological_features,42,True,classification,1,3,0.85249126,0.00805068,0.78612685,0.84270054,0.8444406,0.85249126
sub-cp008_ses-20210503_level-02B_run-010,sub-cp008,3,physiological_features,42,True,classification,1,2,0.8655329,0.0066980124,0.77606106,0.8312013,0.8655329,0.85883486
sub-cp008_ses-20210503_level-03B_run-002,sub-cp008,3,physiological_features,42,True,classification,2,0,0.8081776,0.0028512478,0.8081776,0.77695006,0.79197586,0.80532634
sub-cp008_ses-20210503_level-03B_run-005,sub-cp008,3,physiological_features,42,True,classification,2,3,0.86658067,0.014211357,0.78050655,0.8523693,0.8424659,0.86658067
sub-cp008_ses-20210503_level-03B_run-011,sub-cp008,3,physiological_features,42,True,classification,2,1,0.8700663,0.0024323463,0.75467795,0.8700663,0.85483205,0.86763394
sub-cp008_ses-20210503_level-04B_run-004,sub-cp008,3,physiological_features,42,True,classification,3,3,0.87582606,0.014740348,0.7937335,0.8593627,0.8610857,0.87582606
sub-cp008_ses-20210503_level-04B_run-006,sub-cp008,3,physiological_features,42,True,classification,3,3,0.88112426,0.021123528,0.8043888,0.8434434,0.8600007,0.88112426
sub-cp008_ses-20210503_level-04B_run-009,sub-cp008,3,physiological_features,42,True,classification,3,2,0.8654514,0.04638028,0.7910539,0.8190711,0.8654514,0.8128333
sub-cp014_ses-20211112_level-01B_run-001,sub-cp014,3,physiological_features,42,True,classification,0,3,0.8582777,0.0015540123,0.8118697,0.845497,0.85672367,0.8582777
sub-cp014_ses-20211112_level-01B_run-007,sub-cp014,3,physiological_features,42,True,classification,0,3,0.85293746,0.0068150163,0.8140383,0.84612244,0.8392072,0.85293746
sub-cp014_ses-20211112_level-01B_run-012,sub-cp014,3,physiological_features,42,True,classification,0,3,0.860771,0.009737372,0.80822927,0.8320984,0.8510336,0.860771
sub-cp014_ses-20211112_level-02B_run-003,sub-cp014,3,physiological_features,42,True,classification,1,2,0.8607342,0.009518683,0.7853843,0.85121554,0.8607342,0.8333581
sub-cp014_ses-20211112_level-02B_run-008,sub-cp014,3,physiological_features,42,True,classification,1,3,0.86559993,0.0018295646,0.79195976,0.86377037,0.861901,0.86559993
sub-cp014_ses-20211112_level-02B_run-010,sub-cp014,3,physiological_features,42,True,classification,1,3,0.87723505,0.010362029,0.7859822,0.866873,0.84900963,0.87723505
sub-cp014_ses-20211112_level-03B_run-002,sub-cp014,3,physiological_features,42,True,classification,2,3,0.84251946,0.008233726,0.77023625,0.8315695,0.83428574,0.84251946
sub-cp014_ses-20211112_level-03B_run-005,sub-cp014,3,physiological_features,42,True,classification,2,3,0.8817392,0.017279625,0.8029419,0.8571273,0.8644596,0.8817392
sub-cp014_ses-20211112_level-03B_run-011,sub-cp014,3,physiological_features,42,True,classification,2,3,0.8846184,0.011115253,0.7943497,0.8532112,0.87350315,0.8846184
sub-cp014_ses-20211112_level-04B_run-004,sub-cp014,3,physiological_features,42,True,classification,3,1,0.8620852,0.0015770197,0.7607124,0.8620852,0.8605082,0.83072305
sub-cp014_ses-20211112_level-04B_run-006,sub-cp014,3,physiological_features,42,True,classification,3,3,0.86974275,0.020487428,0.7804489,0.84757334,0.8492553,0.86974275
sub-cp014_ses-20211112_level-04B_run-009,sub-cp014,3,physiological_features,42,True,classification,3,2,0.8665316,0.0047703385,0.77387893,0.8617613,0.8665316,0.86059225
sub-cp019_ses-20210625_level-01B_run-001,sub-cp019,3,physiological_features,42,True,classification,0,2,0.8039044,0.0034815073,0.79468185,0.8004229,0.8039044,0.79224056
sub-cp019_ses-20210625_level-01B_run-007,sub-cp019,3,physiological_features,42,True,classification,0,2,0.871125,0.013006568,0.75640327,0.8581184,0.871125,0.85160935
sub-cp019_ses-20210625_level-01B_run-012,sub-cp019,3,physiological_features,42,True,classification,0,2,0.8761914,0.016320407,0.7897701,0.859871,0.8761914,0.85438603
sub-cp019_ses-20210625_level-02B_run-003,sub-cp019,3,physiological_features,42,True,classification,1,2,0.8129401,0.03529501,0.7198492,0.763143,0.8129401,0.7776451
sub-cp019_ses-20210625_level-02B_run-008,sub-cp019,3,physiological_features,42,True,classification,1,2,0.7820823,5.364418e-06,0.78207695,0.7766259,0.7820823,0.7762482
sub-cp019_ses-20210625_level-02B_run-010,sub-cp019,3,physiological_features,42,True,classification,1,2,0.8439169,0.015381098,0.8195605,0.8285358,0.8439169,0.8250546
sub-cp019_ses-20210625_level-03B_run-002,sub-cp019,3,physiological_features,42,True,classification,2,2,0.8699536,0.060159385,0.7663107,0.8036099,0.8699536,0.8097942
sub-cp019_ses-20210625_level-03B_run-005,sub-cp019,3,physiological_features,42,True,classification,2,2,0.8693851,0.026106834,0.7588996,0.8333114,0.8693851,0.8432783
sub-cp019_ses-20210625_level-03B_run-011,sub-cp019,3,physiological_features,42,True,classification,2,3,0.8391916,0.0046904087,0.82322097,0.82006776,0.8345012,0.8391916
sub-cp019_ses-20210625_level-04B_run-004,sub-cp019,3,physiological_features,42,True,classification,3,2,0.86342597,0.011236608,0.7612295,0.8368356,0.86342597,0.85218936
sub-cp019_ses-20210625_level-04B_run-006,sub-cp019,3,physiological_features,42,True,classification,3,2,0.871233,0.018481612,0.7744371,0.8527514,0.871233,0.8496227
sub-cp019_ses-20210625_level-04B_run-009,sub-cp019,3,physiological_features,42,True,classification,3,3,0.8661983,0.002396226,0.78488064,0.84161645,0.8638021,0.8661983
sub-cp023_ses-20210628_level-01B_run-001,sub-cp023,3,physiological_features,42,True,classification,0,1,0.8521278,0.008859217,0.7744223,0.8521278,0.8323424,0.8432686
sub-cp023_ses-20210628_level-01B_run-007,sub-cp023,3,physiological_features,42,True,classification,0,3,0.86223304,0.004419625,0.7823472,0.8578134,0.8562243,0.86223304
sub-cp023_ses-20210628_level-01B_run-012,sub-cp023,3,physiological_features,42,True,classification,0,3,0.8644204,0.007255912,0.8039373,0.8313117,0.8571645,0.8644204
sub-cp023_ses-20210628_level-02B_run-003,sub-cp023,3,physiological_features,42,True,classification,1,1,0.8672408,0.0029610395,0.7688746,0.8672408,0.86057687,0.86427975
sub-cp023_ses-20210628_level-02B_run-008,sub-cp023,3,physiological_features,42,True,classification,1,3,0.867401,0.0018173456,0.76305103,0.8627346,0.86558366,0.867401
sub-cp023_ses-20210628_level-02B_run-010,sub-cp023,3,physiological_features,42,True,classification,1,2,0.8695042,0.021563292,0.75856555,0.8479409,0.8695042,0.8428803
sub-cp023_ses-20210628_level-03B_run-002,sub-cp023,3,physiological_features,42,True,classification,2,2,0.8746253,0.0051016808,0.76518285,0.86952364,0.8746253,0.8646389
sub-cp023_ses-20210628_level-03B_run-005,sub-cp023,3,physiological_features,42,True,classification,2,1,0.8504393,0.0028873086,0.8246249,0.8504393,0.831477,0.847552
sub-cp023_ses-20210628_level-03B_run-011,sub-cp023,3,physiological_features,42,True,classification,2,3,0.8630827,0.011165202,0.7948443,0.8425578,0.8519175,0.8630827
sub-cp023_ses-20210628_level-04B_run-004,sub-cp023,3,physiological_features,42,True,classification,3,3,0.8718166,0.0034785867,0.7775706,0.86305,0.868338,0.8718166
sub-cp023_ses-20210628_level-04B_run-006,sub-cp023,3,physiological_features,42,True,classification,3,3,0.8627822,0.004248321,0.8113959,0.83936447,0.85853386,0.8627822
sub-cp023_ses-20210628_level-04B_run-009,sub-cp023,3,physiological_features,42,True,classification,3,1,0.87654376,0.007580042,0.76889575,0.87654376,0.8689637,0.8533673
sub-cp024_ses-20210629_level-01B_run-001,sub-cp024,3,physiological_features,42,True,classification,0,3,0.8127492,0.0025126934,0.79688895,0.8013047,0.8102365,0.8127492
sub-cp024_ses-20210629_level-01B_run-007,sub-cp024,3,physiological_features,42,True,classification,0,1,0.8429873,0.0044307113,0.77198184,0.8429873,0.8385566,0.82626414
sub-cp024_ses-20210629_level-01B_run-012,sub-cp024,3,physiological_features,42,True,classification,0,2,0.87782824,0.0032780766,0.80331814,0.8534579,0.87782824,0.87455016
sub-cp024_ses-20210629_level-02B_run-003,sub-cp024,3,physiological_features,42,True,classification,1,2,0.86600745,0.00733912,0.7735227,0.8545942,0.86600745,0.8586683
sub-cp024_ses-20210629_level-02B_run-008,sub-cp024,3,physiological_features,42,True,classification,1,2,0.8444917,0.0040426254,0.80360115,0.84001124,0.8444917,0.8404491
sub-cp024_ses-20210629_level-02B_run-010,sub-cp024,3,physiological_features,42,True,classification,1,1,0.87985176,0.016178548,0.764851,0.87985176,0.8636732,0.8609278
sub-cp024_ses-20210629_level-03B_run-002,sub-cp024,3,physiological_features,42,True,classification,2,1,0.8407503,0.0094102025,0.75503933,0.8407503,0.82728493,0.8313401
sub-cp024_ses-20210629_level-03B_run-005,sub-cp024,3,physiological_features,42,True,classification,2,2,0.8560685,0.0009006262,0.7764938,0.85102916,0.8560685,0.85516787
sub-cp024_ses-20210629_level-03B_run-011,sub-cp024,3,physiological_features,42,True,classification,2,2,0.83492225,0.004997432,0.8066206,0.82687163,0.83492225,0.8299248
sub-cp024_ses-20210629_level-04B_run-004,sub-cp024,3,physiological_features,42,True,classification,3,3,0.85026884,0.003124237,0.8084594,0.8471446,0.8214987,0.85026884
sub-cp024_ses-20210629_level-04B_run-006,sub-cp024,3,physiological_features,42,True,classification,3,1,0.8380033,0.014012694,0.815231,0.8380033,0.8085854,0.8239906
sub-cp024_ses-20210629_level-04B_run-009,sub-cp024,3,physiological_features,42,True,classification,3,3,0.83446693,0.023866832,0.7779324,0.8038577,0.8106001,0.83446693
sub-cp025_ses-20210820_level-01B_run-001,sub-cp025,3,physiological_features,42,True,classification,0,1,0.84039503,0.0097795725,0.75491595,0.84039503,0.804767,0.83061546
sub-cp025_ses-20210820_level-01B_run-007,sub-cp025,3,physiological_features,42,True,classification,0,3,0.8327162,0.0004733801,0.7995188,0.83224285,0.81687236,0.8327162
sub-cp025_ses-20210820_level-01B_run-012,sub-cp025,3,physiological_features,42,True,classification,0,2,0.8567877,0.006109953,0.77682036,0.8506777,0.8567877,0.84856516
sub-cp025_ses-20210820_level-02B_run-003,sub-cp025,3,physiological_features,42,True,classification,1,1,0.8410667,0.012832522,0.736151,0.8410667,0.8282342,0.8212369
sub-cp025_ses-20210820_level-02B_run-008,sub-cp025,3,physiological_features,42,True,classification,1,1,0.84092844,0.009293675,0.7578869,0.84092844,0.81754273,0.83163476
sub-cp025_ses-20210820_level-02B_run-010,sub-cp025,3,physiological_features,42,True,classification,1,1,0.8666314,0.034266293,0.781201,0.8666314,0.8221441,0.8323651
sub-cp025_ses-20210820_level-03B_run-002,sub-cp025,3,physiological_features,42,True,classification,2,2,0.8629907,0.017481863,0.759406,0.845221,0.8629907,0.8455088
sub-cp025_ses-20210820_level-03B_run-005,sub-cp025,3,physiological_features,42,True,classification,2,2,0.8603819,0.003499031,0.7399004,0.85688287,0.8603819,0.84338963
sub-cp025_ses-20210820_level-03B_run-011,sub-cp025,3,physiological_features,42,True,classification,2,1,0.8415025,0.0027474165,0.74297297,0.8415025,0.8387551,0.8265064
sub-cp025_ses-20210820_level-04B_run-004,sub-cp025,3,physiological_features,42,True,classification,3,1,0.8596026,0.0059171915,0.7529552,0.8596026,0.8536854,0.8523677
sub-cp025_ses-20210820_level-04B_run-006,sub-cp025,3,physiological_features,42,True,classification,3,1,0.8397784,0.0045152903,0.7674043,0.8397784,0.83526313,0.83327127
sub-cp025_ses-20210820_level-04B_run-009,sub-cp025,3,physiological_features,42,True,classification,3,1,0.83984554,0.008974671,0.7457795,0.83984554,0.8245203,0.83087087
sub-cp037_ses-20210113_level-01B_run-001,sub-cp037,3,physiological_features,42,True,classification,0,3,0.8431604,0.012588322,0.83057207,0.8059362,0.8244622,0.8431604
sub-cp037_ses-20210113_level-01B_run-007,sub-cp037,3,physiological_features,42,True,classification,0,3,0.87034917,0.0036215186,0.80885935,0.8468726,0.86672765,0.87034917
sub-cp037_ses-20210113_level-01B_run-012,sub-cp037,3,physiological_features,42,True,classification,0,2,0.85972846,0.0064133406,0.803859,0.83885133,0.85972846,0.8533151
sub-cp037_ses-20210113_level-02B_run-003,sub-cp037,3,physiological_features,42,True,classification,1,3,0.83164483,0.002387762,0.81840706,0.8206041,0.8292571,0.83164483
sub-cp037_ses-20210113_level-02B_run-008,sub-cp037,3,physiological_features,42,True,classification,1,2,0.86339694,0.009782195,0.7754048,0.84749806,0.86339694,0.85361475
sub-cp037_ses-20210113_level-02B_run-010,sub-cp037,3,physiological_features,42,True,classification,1,2,0.8687522,0.027048528,0.80054826,0.83278936,0.8687522,0.84170365
sub-cp037_ses-20210113_level-03B_run-002,sub-cp037,3,physiological_features,42,True,classification,2,3,0.84972084,0.008430362,0.7683946,0.8220428,0.8412905,0.84972084
sub-cp037_ses-20210113_level-03B_run-005,sub-cp037,3,physiological_features,42,True,classification,2,0,0.8407123,0.01451695,0.8407123,0.80989987,0.82619536,0.82418746
sub-cp037_ses-20210113_level-03B_run-011,sub-cp037,3,physiological_features,42,True,classification,2,2,0.88258874,0.026436806,0.7836038,0.830771,0.88258874,0.85615194
sub-cp037_ses-20210113_level-04B_run-004,sub-cp037,3,physiological_features,42,True,classification,3,2,0.85126793,0.010622859,0.7872772,0.84056866,0.85126793,0.8406451
sub-cp037_ses-20210113_level-04B_run-006,sub-cp037,3,physiological_features,42,True,classification,3,2,0.8516875,0.003158927,0.7614335,0.83599615,0.8516875,0.84852856
sub-cp037_ses-20210113_level-04B_run-009,sub-cp037,3,physiological_features,42,True,classification,3,3,0.8488686,0.022063553,0.8181473,0.8190034,0.82680506,0.8488686
sub-cp003_ses-20210206_level-01B_run-001,sub-cp003,4,physiological_features,42,True,classification,0,0,0.598123,0.0048556924,0.598123,0.55393404,0.5932673,0.53413314
sub-cp003_ses-20210206_level-01B_run-007,sub-cp003,4,physiological_features,42,True,classification,0,1,0.5773705,0.0058637857,0.5393529,0.5773705,0.57150674,0.51784253
sub-cp003_ses-20210206_level-01B_run-012,sub-cp003,4,physiological_features,42,True,classification,0,2,0.60305154,0.033016324,0.5700352,0.54848385,0.60305154,0.5348053
sub-cp003_ses-20210206_level-02B_run-003,sub-cp003,4,physiological_features,42,True,classification,1,0,0.47897518,0.0009982884,0.47897518,0.45912814,0.4779769,0.45005625
sub-cp003_ses-20210206_level-02B_run-008,sub-cp003,4,physiological_features,42,True,classification,1,1,0.5906038,0.028698742,0.5473451,0.5906038,0.5619051,0.53091276
sub-cp003_ses-20210206_level-02B_run-010,sub-cp003,4,physiological_features,42,True,classification,1,2,0.5847525,0.0037839413,0.5703865,0.58096856,0.5847525,0.5439795
sub-cp003_ses-20210206_level-03B_run-002,sub-cp003,4,physiological_features,42,True,classification,2,2,0.5907094,0.0056094527,0.58509994,0.5621767,0.5907094,0.5252792
sub-cp003_ses-20210206_level-03B_run-005,sub-cp003,4,physiological_features,42,True,classification,2,2,0.58177376,0.002368331,0.54764676,0.5794054,0.58177376,0.5296704
sub-cp003_ses-20210206_level-03B_run-011,sub-cp003,4,physiological_features,42,True,classification,2,1,0.6002818,0.026818633,0.5417807,0.6002818,0.57346314,0.5305536
sub-cp003_ses-20210206_level-04B_run-004,sub-cp003,4,physiological_features,42,True,classification,3,2,0.57315624,0.0066153407,0.5544398,0.5665409,0.57315624,0.53826225
sub-cp003_ses-20210206_level-04B_run-006,sub-cp003,4,physiological_features,42,True,classification,3,2,0.58570004,0.009044349,0.55979127,0.5766557,0.58570004,0.5305536
sub-cp003_ses-20210206_level-04B_run-009,sub-cp003,4,physiological_features,42,True,classification,3,1,0.5884882,0.017829716,0.5313076,0.5884882,0.5706585,0.53087425
sub-cp006_ses-20210324_level-01B_run-001,sub-cp006,4,physiological_features,42,True,classification,0,0,0.6009053,0.0024286509,0.6009053,0.55338,0.59847665,0.52091545
sub-cp006_ses-20210324_level-01B_run-007,sub-cp006,4,physiological_features,42,True,classification,0,2,0.59190905,0.012376606,0.57953244,0.561619,0.59190905,0.5328651
sub-cp006_ses-20210324_level-01B_run-012,sub-cp006,4,physiological_features,42,True,classification,0,1,0.6646459,0.086224675,0.50179875,0.6646459,0.5163195,0.57842124
sub-cp006_ses-20210324_level-02B_run-003,sub-cp006,4,physiological_features,42,True,classification,1,2,0.60423934,0.032827973,0.5710323,0.5714114,0.60423934,0.5198241
sub-cp006_ses-20210324_level-02B_run-008,sub-cp006,4,physiological_features,42,True,classification,1,0,0.58047634,0.008168578,0.58047634,0.55872965,0.57230777,0.5176806
sub-cp006_ses-20210324_level-02B_run-010,sub-cp006,4,physiological_features,42,True,classification,1,2,0.57581127,0.0050803423,0.5707309,0.5587822,0.57581127,0.4688841
sub-cp006_ses-20210324_level-03B_run-002,sub-cp006,4,physiological_features,42,True,classification,2,1,0.631867,0.09910953,0.50593406,0.631867,0.50404084,0.53275746
sub-cp006_ses-20210324_level-03B_run-005,sub-cp006,4,physiological_features,42,True,classification,2,1,0.6104585,0.03456235,0.5611975,0.6104585,0.57589614,0.47937873
sub-cp006_ses-20210324_level-03B_run-011,sub-cp006,4,physiological_features,42,True,classification,2,2,0.59820163,0.02688545,0.5713162,0.56868476,0.59820163,0.52766895
sub-cp006_ses-20210324_level-04B_run-004,sub-cp006,4,physiological_features,42,True,classification,3,1,0.62332594,0.05196452,0.51873904,0.62332594,0.5713614,0.5235652
sub-cp006_ses-20210324_level-04B_run-006,sub-cp006,4,physiological_features,42,True,classification,3,0,0.5831406,0.02266097,0.5831406,0.56047964,0.5142523,0.47448182
sub-cp006_ses-20210324_level-04B_run-009,sub-cp006,4,physiological_features,42,True,classification,3,2,0.5976273,0.026897907,0.5707294,0.56383526,0.5976273,0.5297072
sub-cp012_ses-20210723_level-01B_run-001,sub-cp012,4,physiological_features,42,True,classification,0,1,0.6875608,0.085303605,0.5041555,0.6875608,0.5249568,0.6022572
sub-cp012_ses-20210723_level-01B_run-007,sub-cp012,4,physiological_features,42,True,classification,0,1,0.70737827,0.15140218,0.5256499,0.70737827,0.52678573,0.5559761
sub-cp012_ses-20210723_level-01B_run-012,sub-cp012,4,physiological_features,42,True,classification,0,1,0.71785265,0.13769573,0.49507064,0.71785265,0.5359094,0.5801569
sub-cp012_ses-20210723_level-02B_run-003,sub-cp012,4,physiological_features,42,True,classification,1,1,0.6857141,0.11251795,0.5347769,0.6857141,0.5327642,0.5731962
sub-cp012_ses-20210723_level-02B_run-008,sub-cp012,4,physiological_features,42,True,classification,1,1,0.71424264,0.1553573,0.5097285,0.71424264,0.5217654,0.55888534
sub-cp012_ses-20210723_level-02B_run-010,sub-cp012,4,physiological_features,42,True,classification,1,1,0.6891878,0.11567497,0.50121117,0.6891878,0.541839,0.57351285
sub-cp012_ses-20210723_level-03B_run-002,sub-cp012,4,physiological_features,42,True,classification,2,1,0.7202852,0.1339342,0.50114167,0.7202852,0.533957,0.586351
sub-cp012_ses-20210723_level-03B_run-005,sub-cp012,4,physiological_features,42,True,classification,2,1,0.712046,0.1649872,0.5130152,0.712046,0.52141917,0.5470588
sub-cp012_ses-20210723_level-03B_run-011,sub-cp012,4,physiological_features,42,True,classification,2,1,0.69761074,0.12903214,0.48585415,0.69761074,0.53072643,0.5685786
sub-cp012_ses-20210723_level-04B_run-004,sub-cp012,4,physiological_features,42,True,classification,3,1,0.70028114,0.13272,0.5098416,0.70028114,0.5121561,0.56756115
sub-cp012_ses-20210723_level-04B_run-006,sub-cp012,4,physiological_features,42,True,classification,3,1,0.72635055,0.14758563,0.5037364,0.72635055,0.5343925,0.5787649
sub-cp012_ses-20210723_level-04B_run-009,sub-cp012,4,physiological_features,42,True,classification,3,1,0.6968002,0.12356216,0.48052457,0.6968002,0.5261574,0.573238
sub-cp018_ses-20210709_level-01B_run-001,sub-cp018,4,physiological_features,42,True,classification,0,1,0.692081,0.116472244,0.51901484,0.692081,0.5314492,0.57560873
sub-cp018_ses-20210709_level-01B_run-007,sub-cp018,4,physiological_features,42,True,classification,0,0,0.5440067,0.008698702,0.5440067,0.535308,0.46314186,0.41306406
sub-cp018_ses-20210709_level-01B_run-012,sub-cp018,4,physiological_features,42,True,classification,0,1,0.7127835,0.13280338,0.5142511,0.7127835,0.53619385,0.57998013
sub-cp018_ses-20210709_level-02B_run-003,sub-cp018,4,physiological_features,42,True,classification,1,1,0.55094934,0.04127443,0.5096749,0.55094934,0.44773418,0.4029622
sub-cp018_ses-20210709_level-02B_run-008,sub-cp018,4,physiological_features,42,True,classification,1,1,0.7115885,0.15654647,0.45252675,0.7115885,0.5216818,0.555042
sub-cp018_ses-20210709_level-02B_run-010,sub-cp018,4,physiological_features,42,True,classification,1,1,0.71185184,0.14442593,0.48374695,0.71185184,0.5366266,0.5674259
sub-cp018_ses-20210709_level-03B_run-002,sub-cp018,4,physiological_features,42,True,classification,2,1,0.5777142,0.009645522,0.5423942,0.5777142,0.5680687,0.4498518
sub-cp018_ses-20210709_level-03B_run-005,sub-cp018,4,physiological_features,42,True,classification,2,1,0.6655444,0.13263696,0.5329074,0.6655444,0.50576234,0.52950263
sub-cp018_ses-20210709_level-03B_run-011,sub-cp018,4,physiological_features,42,True,classification,2,1,0.6237023,0.054842353,0.510098,0.6237023,0.56885993,0.5013303
sub-cp018_ses-20210709_level-04B_run-004,sub-cp018,4,physiological_features,42,True,classification,3,1,0.55730814,0.017704308,0.5396038,0.55730814,0.4456872,0.4183599
sub-cp018_ses-20210709_level-04B_run-006,sub-cp018,4,physiological_features,42,True,classification,3,1,0.544431,0.011758685,0.5326723,0.544431,0.4354762,0.39783186
sub-cp018_ses-20210709_level-04B_run-009,sub-cp018,4,physiological_features,42,True,classification,3,1,0.68543565,0.10938591,0.5014264,0.68543565,0.5248059,0.57604975
sub-cp029_ses-20220119_level-01B_run-001,sub-cp029,4,physiological_features,42,True,classification,0,1,0.70170456,0.14767975,0.516355,0.70170456,0.5406708,0.5540248
sub-cp029_ses-20220119_level-01B_run-007,sub-cp029,4,physiological_features,42,True,classification,0,1,0.70415395,0.14165097,0.52942413,0.70415395,0.5286577,0.562503
sub-cp029_ses-20220119_level-01B_run-012,sub-cp029,4,physiological_features,42,True,classification,0,1,0.663861,0.09486574,0.53497964,0.663861,0.5396955,0.56899524
sub-cp029_ses-20220119_level-02B_run-003,sub-cp029,4,physiological_features,42,True,classification,1,1,0.67151284,0.09632158,0.482212,0.67151284,0.5287304,0.57519126
sub-cp029_ses-20220119_level-02B_run-008,sub-cp029,4,physiological_features,42,True,classification,1,1,0.70002854,0.12523109,0.521324,0.70002854,0.52736837,0.57479745
sub-cp029_ses-20220119_level-02B_run-010,sub-cp029,4,physiological_features,42,True,classification,1,1,0.6854082,0.107925,0.53594226,0.6854082,0.53044534,0.5774832
sub-cp029_ses-20220119_level-03B_run-002,sub-cp029,4,physiological_features,42,True,classification,2,1,0.5910302,0.028532684,0.48083133,0.5910302,0.5624975,0.5332926
sub-cp029_ses-20220119_level-03B_run-005,sub-cp029,4,physiological_features,42,True,classification,2,1,0.6646062,0.097712755,0.5166806,0.6646062,0.56467336,0.56689346
sub-cp029_ses-20220119_level-03B_run-011,sub-cp029,4,physiological_features,42,True,classification,2,1,0.6596774,0.1055454,0.5084526,0.6596774,0.5421101,0.554132
sub-cp029_ses-20220119_level-04B_run-004,sub-cp029,4,physiological_features,42,True,classification,3,1,0.61471105,0.04904127,0.4894521,0.61471105,0.5656698,0.55298746
sub-cp029_ses-20220119_level-04B_run-006,sub-cp029,4,physiological_features,42,True,classification,3,1,0.68262804,0.11176634,0.5370355,0.68262804,0.53452396,0.5708617
sub-cp029_ses-20220119_level-04B_run-009,sub-cp029,4,physiological_features,42,True,classification,3,1,0.63529795,0.067085266,0.47529382,0.63529795,0.5314528,0.5682127
sub-cp036_ses-20211218_level-01B_run-001,sub-cp036,4,physiological_features,42,True,classification,0,2,0.5887646,0.025546253,0.5543232,0.56077313,0.5887646,0.56321836
sub-cp036_ses-20211218_level-01B_run-007,sub-cp036,4,physiological_features,42,True,classification,0,1,0.5846842,0.111496806,0.45417714,0.5846842,0.4731874,0.43378368
sub-cp036_ses-20211218_level-01B_run-012,sub-cp036,4,physiological_features,42,True,classification,0,1,0.58142966,0.0802961,0.4714389,0.58142966,0.50113356,0.47229162
sub-cp036_ses-20211218_level-02B_run-003,sub-cp036,4,physiological_features,42,True,classification,1,1,0.5612906,0.0028623939,0.53184605,0.5612906,0.5584282,0.5565901
sub-cp036_ses-20211218_level-02B_run-008,sub-cp036,4,physiological_features,42,True,classification,1,1,0.5696776,0.09650183,0.4464619,0.5696776,0.47317576,0.4518929
sub-cp036_ses-20211218_level-02B_run-010,sub-cp036,4,physiological_features,42,True,classification,1,1,0.5293646,0.074878216,0.45448637,0.5293646,0.44568503,0.432424
sub-cp036_ses-20211218_level-03B_run-002,sub-cp036,4,physiological_features,42,True,classification,2,1,0.5626795,0.016927838,0.50038946,0.5626795,0.5457517,0.5093991
sub-cp036_ses-20211218_level-03B_run-005,sub-cp036,4,physiological_features,42,True,classification,2,1,0.6426083,0.12576097,0.467816,0.6426083,0.49974737,0.5168473
sub-cp036_ses-20211218_level-03B_run-011,sub-cp036,4,physiological_features,42,True,classification,2,1,0.539673,0.036641,0.46728066,0.539673,0.50303197,0.45754468
sub-cp036_ses-20211218_level-04B_run-004,sub-cp036,4,physiological_features,42,True,classification,3,1,0.5787126,0.06767058,0.4849072,0.5787126,0.5045731,0.511042
sub-cp036_ses-20211218_level-04B_run-006,sub-cp036,4,physiological_features,42,True,classification,3,1,0.59423304,0.08814204,0.48529997,0.59423304,0.506091,0.50604624
sub-cp036_ses-20211218_level-04B_run-009,sub-cp036,4,physiological_features,42,True,classification,3,1,0.5470597,0.04402393,0.4852928,0.5470597,0.5030358,0.48954695
sub-cp042_ses-20220111_level-01B_run-001,sub-cp042,4,physiological_features,42,True,classification,0,1,0.72187936,0.19752944,0.4829561,0.72187936,0.5243499,0.49527454
sub-cp042_ses-20220111_level-01B_run-007,sub-cp042,4,physiological_features,42,True,classification,0,1,0.7019942,0.15780628,0.48034343,0.7019942,0.53658634,0.5441879
sub-cp042_ses-20220111_level-01B_run-012,sub-cp042,4,physiological_features,42,True,classification,0,1,0.61358404,0.06924111,0.4583513,0.61358404,0.5106444,0.54434294
sub-cp042_ses-20220111_level-02B_run-003,sub-cp042,4,physiological_features,42,True,classification,1,1,0.6799956,0.11592966,0.5271264,0.6799956,0.52464134,0.56406593
sub-cp042_ses-20220111_level-02B_run-008,sub-cp042,4,physiological_features,42,True,classification,1,1,0.5726797,0.01251179,0.50528306,0.5726797,0.5586995,0.5601679
sub-cp042_ses-20220111_level-02B_run-010,sub-cp042,4,physiological_features,42,True,classification,1,1,0.6181413,0.083524525,0.49551737,0.6181413,0.53461677,0.5030478
sub-cp042_ses-20220111_level-03B_run-002,sub-cp042,4,physiological_features,42,True,classification,2,1,0.6636939,0.104553044,0.4843688,0.6636939,0.5054287,0.55914086
sub-cp042_ses-20220111_level-03B_run-005,sub-cp042,4,physiological_features,42,True,classification,2,1,0.5795016,0.008877397,0.51504886,0.5795016,0.532285,0.57062423
sub-cp042_ses-20220111_level-03B_run-011,sub-cp042,4,physiological_features,42,True,classification,2,1,0.61865014,0.07760471,0.45408735,0.61865014,0.5031437,0.5410454
sub-cp042_ses-20220111_level-04B_run-004,sub-cp042,4,physiological_features,42,True,classification,3,1,0.671437,0.10302627,0.49742416,0.671437,0.52473176,0.56841075
